target_scam,target_topic,thr_scam,thr_topic,holdout_scam_precision,holdout_scam_recall,holdout_scam_fpr,holdout_topic_precision,holdout_topic_recall,holdout_topic_fpr,holdout_micro_f1,holdout_macro_f1,holdout_exact,calib_scam_fpr,calib_topic_fpr
0.01,0.2,1.0,0.0005457804654724896,0.7916666666666666,0.5588235294117647,0.09375,0.8484848484848485,0.33532934131736525,0.10526315789473684,0.620472440944882,0.6242337381117437,0.46564885496183206,1.0,0.15555555555555556
0.02,0.2,1.0,0.0005457804654724896,0.7916666666666666,0.5588235294117647,0.09375,0.8484848484848485,0.33532934131736525,0.10526315789473684,0.620472440944882,0.6242337381117437,0.46564885496183206,1.0,0.15555555555555556
0.03,0.2,1.0,0.0005457804654724896,0.7916666666666666,0.5588235294117647,0.09375,0.8484848484848485,0.33532934131736525,0.10526315789473684,0.620472440944882,0.6242337381117437,0.46564885496183206,1.0,0.15555555555555556
0.05,0.2,1.0,0.0005457804654724896,0.7916666666666666,0.5588235294117647,0.09375,0.8484848484848485,0.33532934131736525,0.10526315789473684,0.620472440944882,0.6242337381117437,0.46564885496183206,1.0,0.15555555555555556
0.08,0.2,1.0,0.0005457804654724896,0.7916666666666666,0.5588235294117647,0.09375,0.8484848484848485,0.33532934131736525,0.10526315789473684,0.620472440944882,0.6242337381117437,0.46564885496183206,1.0,0.15555555555555556
0.1,0.2,1.0,0.0005457804654724896,0.7916666666666666,0.5588235294117647,0.09375,0.8484848484848485,0.33532934131736525,0.10526315789473684,0.620472440944882,0.6242337381117437,0.46564885496183206,1.0,0.15555555555555556
0.15,0.2,1.0,0.0005457804654724896,0.7916666666666666,0.5588235294117647,0.09375,0.8484848484848485,0.33532934131736525,0.10526315789473684,0.620472440944882,0.6242337381117437,0.46564885496183206,1.0,0.15555555555555556
0.01,0.15,1.0,0.0017107223393395543,0.7916666666666666,0.5588235294117647,0.09375,0.864406779661017,0.30538922155688625,0.08421052631578947,0.612954186413902,0.6148990907713753,0.4618320610687023,1.0,0.13333333333333333
0.02,0.15,1.0,0.0017107223393395543,0.7916666666666666,0.5588235294117647,0.09375,0.864406779661017,0.30538922155688625,0.08421052631578947,0.612954186413902,0.6148990907713753,0.4618320610687023,1.0,0.13333333333333333
0.03,0.15,1.0,0.0017107223393395543,0.7916666666666666,0.5588235294117647,0.09375,0.864406779661017,0.30538922155688625,0.08421052631578947,0.612954186413902,0.6148990907713753,0.4618320610687023,1.0,0.13333333333333333
0.05,0.15,1.0,0.0017107223393395543,0.7916666666666666,0.5588235294117647,0.09375,0.864406779661017,0.30538922155688625,0.08421052631578947,0.612954186413902,0.6148990907713753,0.4618320610687023,1.0,0.13333333333333333
0.08,0.15,1.0,0.0017107223393395543,0.7916666666666666,0.5588235294117647,0.09375,0.864406779661017,0.30538922155688625,0.08421052631578947,0.612954186413902,0.6148990907713753,0.4618320610687023,1.0,0.13333333333333333
0.1,0.15,1.0,0.0017107223393395543,0.7916666666666666,0.5588235294117647,0.09375,0.864406779661017,0.30538922155688625,0.08421052631578947,0.612954186413902,0.6148990907713753,0.4618320610687023,1.0,0.13333333333333333
0.15,0.15,1.0,0.0017107223393395543,0.7916666666666666,0.5588235294117647,0.09375,0.864406779661017,0.30538922155688625,0.08421052631578947,0.612954186413902,0.6148990907713753,0.4618320610687023,1.0,0.13333333333333333
0.01,0.1,1.0,0.26285186409950256,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.19161676646706588,0.0,0.5818759936406995,0.5703851513313695,0.44656488549618323,1.0,0.08888888888888889
0.02,0.1,1.0,0.26285186409950256,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.19161676646706588,0.0,0.5818759936406995,0.5703851513313695,0.44656488549618323,1.0,0.08888888888888889
0.03,0.1,1.0,0.26285186409950256,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.19161676646706588,0.0,0.5818759936406995,0.5703851513313695,0.44656488549618323,1.0,0.08888888888888889
0.05,0.1,1.0,0.26285186409950256,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.19161676646706588,0.0,0.5818759936406995,0.5703851513313695,0.44656488549618323,1.0,0.08888888888888889
0.08,0.1,1.0,0.26285186409950256,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.19161676646706588,0.0,0.5818759936406995,0.5703851513313695,0.44656488549618323,1.0,0.08888888888888889
0.1,0.1,1.0,0.26285186409950256,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.19161676646706588,0.0,0.5818759936406995,0.5703851513313695,0.44656488549618323,1.0,0.08888888888888889
0.15,0.1,1.0,0.26285186409950256,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.19161676646706588,0.0,0.5818759936406995,0.5703851513313695,0.44656488549618323,1.0,0.08888888888888889
0.01,0.08,1.0,0.4843900501728058,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.16167664670658682,0.0,0.5659777424483307,0.5512764808889942,0.4312977099236641,1.0,0.06666666666666667
0.02,0.08,1.0,0.4843900501728058,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.16167664670658682,0.0,0.5659777424483307,0.5512764808889942,0.4312977099236641,1.0,0.06666666666666667
0.03,0.08,1.0,0.4843900501728058,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.16167664670658682,0.0,0.5659777424483307,0.5512764808889942,0.4312977099236641,1.0,0.06666666666666667
0.05,0.08,1.0,0.4843900501728058,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.16167664670658682,0.0,0.5659777424483307,0.5512764808889942,0.4312977099236641,1.0,0.06666666666666667
0.08,0.08,1.0,0.4843900501728058,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.16167664670658682,0.0,0.5659777424483307,0.5512764808889942,0.4312977099236641,1.0,0.06666666666666667
0.1,0.08,1.0,0.4843900501728058,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.16167664670658682,0.0,0.5659777424483307,0.5512764808889942,0.4312977099236641,1.0,0.06666666666666667
0.15,0.08,1.0,0.4843900501728058,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.16167664670658682,0.0,0.5659777424483307,0.5512764808889942,0.4312977099236641,1.0,0.06666666666666667
0.01,0.05,1.0,0.9814634323120117,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.08982035928143713,0.0,0.5303514376996804,0.5054346249748548,0.40076335877862596,1.0,0.044444444444444446
0.02,0.05,1.0,0.9814634323120117,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.08982035928143713,0.0,0.5303514376996804,0.5054346249748548,0.40076335877862596,1.0,0.044444444444444446
0.03,0.05,1.0,0.9814634323120117,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.08982035928143713,0.0,0.5303514376996804,0.5054346249748548,0.40076335877862596,1.0,0.044444444444444446
0.05,0.05,1.0,0.9814634323120117,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.08982035928143713,0.0,0.5303514376996804,0.5054346249748548,0.40076335877862596,1.0,0.044444444444444446
0.08,0.05,1.0,0.9814634323120117,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.08982035928143713,0.0,0.5303514376996804,0.5054346249748548,0.40076335877862596,1.0,0.044444444444444446
0.1,0.05,1.0,0.9814634323120117,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.08982035928143713,0.0,0.5303514376996804,0.5054346249748548,0.40076335877862596,1.0,0.044444444444444446
0.15,0.05,1.0,0.9814634323120117,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.08982035928143713,0.0,0.5303514376996804,0.5054346249748548,0.40076335877862596,1.0,0.044444444444444446
0.01,0.01,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.01,0.02,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.01,0.03,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.02,0.01,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.02,0.02,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.02,0.03,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.03,0.01,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.03,0.02,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.03,0.03,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.05,0.01,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.05,0.02,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.05,0.03,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.08,0.01,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.08,0.02,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.08,0.03,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.1,0.01,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.1,0.02,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.1,0.03,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.15,0.01,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.15,0.02,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.15,0.03,1.0,1.0,0.7916666666666666,0.5588235294117647,0.09375,1.0,0.04790419161676647,0.0,0.5087999999999999,0.47592013517051,0.3893129770992366,1.0,1.0
0.2,0.2,0.9958112239837646,0.0005457804654724896,0.7195121951219512,0.5784313725490197,0.14375,0.8484848484848485,0.33532934131736525,0.10526315789473684,0.6199376947040499,0.6228859032572412,0.44656488549618323,0.1956521739130435,0.15555555555555556
0.2,0.15,0.9958112239837646,0.0017107223393395543,0.7195121951219512,0.5784313725490197,0.14375,0.864406779661017,0.30538922155688625,0.08421052631578947,0.6124999999999999,0.6134859561369758,0.44274809160305345,0.1956521739130435,0.13333333333333333
0.2,0.1,0.9958112239837646,0.26285186409950256,0.7195121951219512,0.5784313725490197,0.14375,1.0,0.19161676646706588,0.0,0.5845181674565562,0.5716374626756974,0.4312977099236641,0.1956521739130435,0.08888888888888889
0.2,0.08,0.9958112239837646,0.4843900501728058,0.7195121951219512,0.5784313725490197,0.14375,1.0,0.16167664670658682,0.0,0.5714285714285715,0.5552288697739168,0.42748091603053434,0.1956521739130435,0.06666666666666667
0.2,0.05,0.9958112239837646,0.9814634323120117,0.7195121951219512,0.5784313725490197,0.14375,1.0,0.08982035928143713,0.0,0.5358851674641147,0.5088153420237379,0.3969465648854962,0.1956521739130435,0.044444444444444446
0.2,0.01,0.9958112239837646,1.0,0.7195121951219512,0.5784313725490197,0.14375,1.0,0.04790419161676647,0.0,0.5143769968051118,0.47895092314730814,0.38549618320610685,0.1956521739130435,1.0
0.2,0.02,0.9958112239837646,1.0,0.7195121951219512,0.5784313725490197,0.14375,1.0,0.04790419161676647,0.0,0.5143769968051118,0.47895092314730814,0.38549618320610685,0.1956521739130435,1.0
0.2,0.03,0.9958112239837646,1.0,0.7195121951219512,0.5784313725490197,0.14375,1.0,0.04790419161676647,0.0,0.5143769968051118,0.47895092314730814,0.38549618320610685,0.1956521739130435,1.0
